sheet_row,old_job_number,agreement,client_type,council,job_sequence,lot_label,lot_number,notes,old_number_shared,postcode,project_number,project_type,respelled,skip_reason,source_stage,street,street_2,street_number,suburb,title_type,json
635,2238,,,Rural City of Murray Bridge,78,Res 78,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 78,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":78,""lot_label"":""Res 78"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 78"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
636,2239,,,Rural City of Murray Bridge,79,Res 79,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 79,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":79,""lot_label"":""Res 79"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 79"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
637,2240,,,Rural City of Murray Bridge,80,Res 80,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 80,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":80,""lot_label"":""Res 80"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 80"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
638,2241,,,Rural City of Murray Bridge,81,Res 81,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 81,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":81,""lot_label"":""Res 81"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 81"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
639,2242,,,Rural City of Murray Bridge,82,Res 82,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 82,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":82,""lot_label"":""Res 82"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 82"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
640,2243,,,Rural City of Murray Bridge,83,Res 83,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 83,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":83,""lot_label"":""Res 83"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 83"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
641,2244,,,Rural City of Murray Bridge,84,Res 84,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 84,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":84,""lot_label"":""Res 84"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 84"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
642,2245,,,Rural City of Murray Bridge,85,Res 85,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 85,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":85,""lot_label"":""Res 85"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 85"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
643,2246,,,Rural City of Murray Bridge,86,Res 86,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 86,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":86,""lot_label"":""Res 86"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 86"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
644,2247,,,Rural City of Murray Bridge,87,Res 87,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 87,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":87,""lot_label"":""Res 87"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 87"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
645,2248,,,Rural City of Murray Bridge,88,Res 88,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 88,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":88,""lot_label"":""Res 88"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 88"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
646,2249,,,Rural City of Murray Bridge,89,Res 89,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 89,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":89,""lot_label"":""Res 89"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 89"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
647,2250,,,Rural City of Murray Bridge,90,Res 90,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 90,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":90,""lot_label"":""Res 90"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 90"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
648,2251,,,Rural City of Murray Bridge,91,Res 91,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 91,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":91,""lot_label"":""Res 91"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 91"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
649,2252,,,Rural City of Murray Bridge,92,Res 92,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 92,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":92,""lot_label"":""Res 92"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 92"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
650,2253,,,Rural City of Murray Bridge,93,Res 93,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 93,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":93,""lot_label"":""Res 93"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 93"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
651,2254,,,Rural City of Murray Bridge,94,Res 94,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 94,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":94,""lot_label"":""Res 94"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 94"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
652,2255,,,Rural City of Murray Bridge,95,Res 95,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 95,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":95,""lot_label"":""Res 95"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 95"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
653,2256,,,Rural City of Murray Bridge,96,Res 96,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 96,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":96,""lot_label"":""Res 96"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 96"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
654,2257,,,Rural City of Murray Bridge,97,Res 97,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 97,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":97,""lot_label"":""Res 97"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 97"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
655,2258,,,Rural City of Murray Bridge,98,Res 98,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 98,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":98,""lot_label"":""Res 98"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 98"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
656,225,,,Rural City of Murray Bridge,99,Res 99,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 99,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":99,""lot_label"":""Res 99"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 99"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
657,2260,,,Rural City of Murray Bridge,100,Res 100,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 100,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":100,""lot_label"":""Res 100"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 100"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
658,2261,,,Rural City of Murray Bridge,101,Res 101,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 101,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":101,""lot_label"":""Res 101"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 101"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
659,2262,,,Rural City of Murray Bridge,102,Res 102,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 102,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":102,""lot_label"":""Res 102"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 102"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
660,2263,,,Rural City of Murray Bridge,103,Res 103,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 103,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":103,""lot_label"":""Res 103"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 103"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
661,2264,,,Rural City of Murray Bridge,104,Res 104,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 104,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":104,""lot_label"":""Res 104"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 104"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
662,2265,,,Rural City of Murray Bridge,105,Res 105,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 105,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":105,""lot_label"":""Res 105"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 105"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
663,2266,,,Rural City of Murray Bridge,106,Res 106,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 106,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":106,""lot_label"":""Res 106"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 106"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
664,2267,,,Rural City of Murray Bridge,107,Res 107,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 107,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":107,""lot_label"":""Res 107"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 107"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
665,2268,,,Rural City of Murray Bridge,108,Res 108,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 108,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":108,""lot_label"":""Res 108"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 108"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
666,2269,,,Rural City of Murray Bridge,109,Res 109,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 109,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":109,""lot_label"":""Res 109"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 109"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
667,2270,,,Rural City of Murray Bridge,110,Res 110,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 110,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":110,""lot_label"":""Res 110"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 110"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
668,2271,,,Rural City of Murray Bridge,111,Res 110,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 110,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":111,""lot_label"":""Res 110"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 110"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
669,2272,,,Rural City of Murray Bridge,112,Res 112,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 112,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":112,""lot_label"":""Res 112"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 112"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
670,2273,,,Rural City of Murray Bridge,113,Res 113,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 113,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":113,""lot_label"":""Res 113"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 113"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
671,2274,,,Rural City of Murray Bridge,114,Res 114,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 114,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":114,""lot_label"":""Res 114"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 114"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
672,2275,,,Rural City of Murray Bridge,115,Res 115,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 115,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":115,""lot_label"":""Res 115"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 115"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
673,2276,,,Rural City of Murray Bridge,116,Res 116,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 116,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":116,""lot_label"":""Res 116"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 116"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
674,2277,,,Rural City of Murray Bridge,117,Res 117,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 117,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":117,""lot_label"":""Res 117"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 117"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
675,2278,,,Rural City of Murray Bridge,118,Res 118,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 118,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":118,""lot_label"":""Res 118"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 118"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
676,2279,,,Rural City of Murray Bridge,119,Res 119,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 119,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":119,""lot_label"":""Res 119"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 119"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
677,2280,,,Rural City of Murray Bridge,120,Res 120,,,,5253,1101,residential,,,,"17-19, 21-23 Bremer Road",Res 120,13-15,Murray Bridge,,"{""council"":""Rural City of Murray Bridge"",""job_sequence"":120,""lot_label"":""Res 120"",""postcode"":""5253"",""project_number"":1101,""project_type"":""residential"",""street"":""17-19, 21-23 Bremer Road"",""street_2"":""Res 120"",""street_number"":""13-15"",""suburb"":""Murray Bridge""}"
